Date,ASML.AS,BESI.AS,IFX.DE,HSBA.L,INGA.AS,ISP.MI,ABI.BR,RI.PA,BN.PA,TSCO.L
2024-01-02,653.7706909179688,130.27951049804688,36.33616256713867,629.79345703125,11.786452293395996,2.3881375789642334,56.9165153503418,145.60406494140625,55.86029052734375,292.91278076171875
2024-01-03,635.1702270507812,125.52198791503906,34.948795318603516,624.6991577148438,11.728609085083008,2.3859219551086426,56.52913284301758,142.2342529296875,56.788639068603516,297.6097717285156
2024-01-04,636.1544189453125,122.35028839111328,34.233055114746094,631.7911987304688,11.647974967956543,2.4413158893585205,56.955257415771484,142.70228576660156,56.79801559448242,302.2068176269531
2024-01-05,633.9892578125,124.0322494506836,34.448753356933594,633.589111328125,11.637456893920898,2.4705636501312256,57.00367736816406,137.6007537841797,56.74174880981445,300.7077941894531
2024-01-06,633.9892578125,124.0322494506836,34.448753356933594,633.589111328125,11.637456893920898,2.4705636501312256,57.00367736816406,137.6007537841797,56.74174880981445,300.7077941894531
2024-01-07,633.9892578125,124.0322494506836,34.448753356933594,633.589111328125,11.637456893920898,2.4705636501312256,57.00367736816406,137.6007537841797,56.74174880981445,300.7077941894531
2024-01-08,643.04345703125,124.2244644165039,35.130184173583984,639.2827758789062,11.598894119262695,2.477654218673706,57.50727844238281,139.70689392089844,57.13560104370117,303.30615234375
2024-01-09,644.1260986328125,125.81029510498047,34.512489318847656,633.7889404296875,11.411334991455078,2.4435315132141113,57.7203369140625,139.05166625976562,57.20124053955078,300.30804443359375
2024-01-10,641.0751953125,122.59056091308594,34.105594635009766,629.9933471679688,11.335959434509277,2.43599796295166,58.19488525390625,139.28567504882812,57.257503509521484,296.2106628417969
2024-01-11,638.61474609375,123.50362396240234,33.600650787353516,610.7149047851562,11.241303443908691,2.4169423580169678,57.2845344543457,141.0641632080078,56.74174880981445,292.21319580078125
2024-01-12,639.0084228515625,123.64778900146484,33.59574890136719,609.4161987304688,11.29213809967041,2.4169423580169678,57.61381149291992,138.349609375,57.088714599609375,296.7103271484375
2024-01-13,639.0084228515625,123.64778900146484,33.59574890136719,609.4161987304688,11.29213809967041,2.4169423580169678,57.61381149291992,138.349609375,57.088714599609375,296.7103271484375
2024-01-14,639.0084228515625,123.64778900146484,33.59574890136719,609.4161987304688,11.29213809967041,2.4169423580169678,57.61381149291992,138.349609375,57.088714599609375,296.7103271484375
2024-01-15,637.9259033203125,123.59973907470703,33.144737243652344,595.7316284179688,11.285126686096191,2.4133973121643066,57.691287994384766,137.41354370117188,57.71698760986328,300.4079895019531
2024-01-16,641.9609985351562,123.50362396240234,32.95844650268555,592.8349609375,11.15190601348877,2.407193183898926,56.8003044128418,137.9751739501953,57.93266296386719,302.1069030761719
2024-01-17,639.3037109375,127.92477416992188,31.899539947509766,587.0413818359375,11.12561321258545,2.418272018432617,55.90931701660156,136.290283203125,57.670101165771484,299.40863037109375
2024-01-18,665.2852783203125,137.29566955566406,33.4339714050293,588.8394165039062,11.129117965698242,2.4373273849487305,55.63814926147461,134.37135314941406,57.5950813293457,295.9108581542969
2024-01-19,675.4219970703125,138.16067504882812,33.522212982177734,587.7406616210938,11.167681694030762,2.442202091217041,55.812469482421875,133.0608673095703,57.76387405395508,295.8109436035156
2024-01-20,675.4219970703125,138.16067504882812,33.522212982177734,587.7406616210938,11.167681694030762,2.442202091217041,55.812469482421875,133.0608673095703,57.76387405395508,295.8109436035156
2024-01-21,675.4219970703125,138.16067504882812,33.522212982177734,587.7406616210938,11.167681694030762,2.442202091217041,55.812469482421875,133.0608673095703,57.76387405395508,295.8109436035156
2024-01-22,696.2859497070312,140.51541137695312,33.97813034057617,596.53076171875,11.279867172241211,2.453280448913574,55.96742630004883,131.79718017578125,57.76387405395508,298.2093811035156
2024-01-23,695.8922119140625,138.20872497558594,34.13990783691406,598.1289672851562,11.279867172241211,2.4568262100219727,55.5606689453125,133.34169006347656,57.707611083984375,298.6091003417969
2024-01-24,763.5032958984375,141.428466796875,34.22324752807617,604.22216796875,11.434121131896973,2.5122199058532715,55.93836975097656,134.83938598632812,57.529441833496094,298.6091003417969
2024-01-25,798.932861328125,143.0623779296875,33.968326568603516,604.22216796875,11.397311210632324,2.4887328147888184,55.39603042602539,135.86904907226562,57.29500961303711,298.6091003417969
2024-01-26,784.564208984375,137.24761962890625,33.67418670654297,616.2086181640625,11.502483367919922,2.491391897201538,55.39603042602539,146.54013061523438,57.473182678222656,293.3125305175781
2024-01-27,784.564208984375,137.24761962890625,33.67418670654297,616.2086181640625,11.502483367919922,2.491391897201538,55.39603042602539,146.54013061523438,57.473182678222656,293.3125305175781
2024-01-28,784.564208984375,137.24761962890625,33.67418670654297,616.2086181640625,11.502483367919922,2.491391897201538,55.39603042602539,146.54013061523438,57.473182678222656,293.3125305175781
2024-01-29,792.043701171875,136.0462188720703,32.865299224853516,616.30859375,11.456908226013184,2.465688943862915,55.62845993041992,144.527587890625,58.36402130126953,292.3131408691406
2024-01-30,788.5993041992188,136.8151092529297,33.551631927490234,620.50390625,11.49547290802002,2.5498878955841064,55.65751647949219,143.59152221679688,57.97017288208008,291.9134521484375
2024-01-31,785.54833984375,134.36427307128906,33.08590316772461,617.50732421875,11.56032943725586,2.5374794006347656,55.696250915527344,142.74908447265625,57.89515686035156,286.4169616699219
2024-02-01,799.6217041015625,135.13314819335938,32.73293685913086,610.5150756835938,10.815351486206055,2.4843013286590576,55.618778228759766,143.3107147216797,57.58570861816406,282.71929931640625
